data,id_compra,estado,loja,vendedor,produto,produto_id,preco,cliente_nome,cliente_genero,forma_pagto
2025-07-13 21:10:45.054302,479,PR,Cambará,Vitoria Martins,Cadeira Gamer,7,900.0,James Best,M,Boleto
2025-07-13 23:16:39.054795,56,PR,Cambará,Ana Maria,Impressora,6,1200.0,Jenise Morgan,O,Cartão de Crédito
2025-07-14 00:53:57.655784,1432,PR,Cambará,Beatriz Dias,Mouse,5,100.0,Jackson Summerlin,O,Boleto
2025-07-14 01:26:38.071396,8,MG,Belo Horizonte,João Vitor,Monitor,3,800.0,Kacy Cross,O,Boleto
2025-07-14 01:54:02.684383,1814,SP,São Paulo,Carla Santos,Mesa para Escritório,8,700.0,John Mumford,O,Cartão de Crédito
2025-07-14 03:18:42.800157,318,MG,Belo Horizonte,Carlos Silva,Monitor,3,800.0,Marcia Smith,O,Cartão de Crédito
2025-07-14 10:06:56.199034,1318,SP,Assis,Roberto Ferreira,Tablet,2,1500.0,Ida Leach,O,Transferência Bancária
2025-07-14 18:15:02.400004,1792,SP,Assis,Roberto Ferreira,Monitor,3,800.0,Joseph Simms,M,Pix
2025-07-14 18:52:56.986005,1397,MG,Belo Horizonte,Maria Clara,Tablet,2,1500.0,Henry Wyatt,M,Pix
2025-07-15 07:04:48.741744,738,RJ,Rio de Janeiro,Vinicius Sanches,Mouse,5,100.0,Yvonne Harris,F,Transferência Bancária
2025-07-15 12:11:38.552531,41,RJ,Rio de Janeiro,Vinicius Sanches,Mesa para Escritório,8,700.0,Stephen Fazio,M,Boleto
2025-07-15 14:09:40.951263,178,MG,Belo Horizonte,João Vitor,Smartphone,1,2000.0,Juanita Price,F,Pix
2025-07-16 06:29:02.722998,1820,PR,Cambará,Vitoria Martins,Monitor,3,800.0,Thelma Koenen,F,Cartão de Crédito
2025-07-16 21:18:01.048895,1692,MG,Belo Horizonte,João Vitor,Impressora,6,1200.0,Heidi Dutra,F,Pix
2025-07-16 21:39:50.419856,836,MG,Belo Horizonte,João Vitor,Headset,9,300.0,Mabel Neuhaus,O,Pix
2025-07-17 05:06:55.397850,1214,SP,São Paulo,Bruno Silva,Mouse,5,100.0,Mildred Hines,F,Boleto
2025-07-17 08:10:00.124674,1617,SP,Assis,Mariana Gomes,Headset,9,300.0,Ruth Johnson,O,Pix
2025-07-17 09:21:41.092118,195,MG,Belo Horizonte,João Vitor,Smartphone,1,2000.0,Thomasina Culberson,O,Pix
2025-07-17 12:08:04.262202,1917,MG,Belo Horizonte,Carlos Silva,Headset,9,300.0,Debbie Rubins,O,Cartão de Crédito
2025-07-17 15:15:45.347608,498,MG,Belo Horizonte,Carlos Silva,Notebook,0,3500.0,Holley Allbritton,O,Boleto
2025-07-17 16:18:39.568319,89,RJ,Rio de Janeiro,Vinicius Sanches,Mesa para Escritório,8,700.0,Ashley Studdard,F,Boleto
2025-07-17 16:53:54.141170,1097,RJ,Rio de Janeiro,Pedro Sousa,Headset,9,300.0,Virginia Mao,F,Transferência Bancária
2025-07-17 19:43:39.718428,94,RJ,Rio de Janeiro,Vinicius Sanches,Monitor,3,800.0,Dorothy Payne,F,Boleto
2025-07-17 21:56:03.615809,1871,SP,São Paulo,Ana Oliveira,Headset,9,300.0,Tamika Foster,F,Pix
2025-07-18 02:21:54.857302,1161,MG,Belo Horizonte,Maria Clara,Smartphone,1,2000.0,Karen Phillips,F,Pix
2025-07-18 08:05:56.698964,1365,SP,Assis,Mariana Gomes,Notebook,0,3500.0,Billy Collier,M,Boleto
2025-07-18 09:55:53.520178,1071,SP,São Paulo,Ana Oliveira,Teclado,4,150.0,Anna Lee,F,Transferência Bancária
2025-07-18 10:08:53.193121,1043,PR,Cambará,Vitoria Martins,Cadeira Gamer,7,900.0,Kathleen Fulton,O,Cartão de Crédito
2025-07-18 21:56:02.393655,1790,RJ,Rio de Janeiro,Pedro Sousa,Teclado,4,150.0,William Bernstein,M,Pix
2025-07-19 04:09:02.009111,1759,SP,São Paulo,Carla Santos,Cadeira Gamer,7,900.0,Gary Markham,O,Cartão de Crédito
2025-07-19 04:11:04.943159,1964,PR,Cambará,Ana Maria,Cadeira Gamer,7,900.0,Jonathan Vasquez,M,Boleto
2025-07-19 04:53:52.792131,1005,RJ,Rio de Janeiro,Juliana Almeida,Mouse,5,100.0,Judith Vincent,F,Boleto
2025-07-19 13:38:45.066477,482,RJ,Rio de Janeiro,Vinicius Sanches,Teclado,4,150.0,Mario Tam,O,Pix
2025-07-19 22:37:59.784415,1583,PR,Cambará,Ana Maria,Impressora,6,1200.0,Armando Williams,O,Pix
2025-07-19 22:51:55.123940,1195,SP,Assis,Roberto Ferreira,Impressora,6,1200.0,Brent Henry,M,Boleto
2025-07-20 09:25:02.841518,1828,PR,Cambará,Vitoria Martins,Teclado,4,150.0,Don Byrd,M,Transferência Bancária
2025-07-21 03:01:45.855601,525,PR,Cambará,Vitoria Martins,Monitor,3,800.0,Maria Ramirez,F,Pix
2025-07-21 08:48:05.038932,1981,SP,Assis,Mariana Gomes,Mesa para Escritório,8,700.0,Darlene Ball,F,Pix
2025-07-21 11:14:39.503480,81,SP,Assis,Mariana Gomes,Headset,9,300.0,David Haag,M,Transferência Bancária
2025-07-21 11:54:57.858658,1455,RJ,Rio de Janeiro,Juliana Almeida,Headset,9,300.0,Jeffrey Flint,O,Cartão de Crédito
2025-07-21 12:23:48.386461,720,RJ,Rio de Janeiro,Juliana Almeida,Impressora,6,1200.0,Barry Clemens,O,Transferência Bancária
2025-07-22 00:21:42.128074,276,SP,São Paulo,Carla Santos,Mesa para Escritório,8,700.0,Lily Clowers,F,Boleto
2025-07-22 01:30:41.879784,255,SP,São Paulo,Bruno Silva,Mesa para Escritório,8,700.0,Jack Faulkner,M,Pix
2025-07-22 13:23:40.597696,158,SP,São Paulo,Ana Oliveira,Mouse,5,100.0,Herman Vargo,O,Boleto
2025-07-22 16:46:45.579667,512,SP,São Paulo,Bruno Silva,Tablet,2,1500.0,Joshua Cupp,M,Pix
2025-07-22 18:33:50.889815,872,SP,São Paulo,Ana Oliveira,Headset,9,300.0,Raymond Ostrye,M,Transferência Bancária
2025-07-22 22:43:39.232284,69,SP,São Paulo,Carla Santos,Impressora,6,1200.0,Frank Whiteside,M,Cartão de Crédito
2025-07-23 01:55:00.888432,1686,SP,São Paulo,Carla Santos,Teclado,4,150.0,Paula Hutchins,O,Cartão de Crédito
2025-07-23 03:25:01.311905,1711,SP,São Paulo,Bruno Silva,Tablet,2,1500.0,Eldon Jenkins,M,Cartão de Crédito
2025-07-23 03:34:59.915633,1600,SP,Assis,Roberto Ferreira,Mouse,5,100.0,Maude Carpenter,O,Cartão de Crédito
2025-07-23 06:43:49.184144,766,RJ,Rio de Janeiro,Juliana Almeida,Mouse,5,100.0,Yvette Rogers,O,Pix
2025-07-23 14:22:44.430299,444,PR,Cambará,Beatriz Dias,Smartphone,1,2000.0,Terry Barnhardt,F,Pix
2025-07-23 21:42:56.988402,1398,PR,Cambará,Vitoria Martins,Smartphone,1,2000.0,Aurora Rojas,O,Cartão de Crédito
2025-07-24 05:05:59.162444,1550,SP,Assis,Roberto Ferreira,Monitor,3,800.0,Dorothy Jeffords,O,Boleto
2025-07-24 10:18:47.945957,696,SP,Assis,Mariana Gomes,Tablet,2,1500.0,Susan Blanton,F,Boleto
2025-07-24 11:35:55.840612,1269,MG,Belo Horizonte,João Vitor,Impressora,6,1200.0,Merlin Payne,O,Boleto
2025-07-24 12:53:57.881523,1460,RJ,Rio de Janeiro,Vinicius Sanches,Teclado,4,150.0,Douglas Stanford,M,Transferência Bancária
2025-07-24 16:29:52.478898,975,MG,Belo Horizonte,Carlos Silva,Smartphone,1,2000.0,Jarrod Klein,M,Pix
2025-07-24 18:23:55.262952,1205,SP,Assis,Mariana Gomes,Mouse,5,100.0,Michael Toulouse,M,Transferência Bancária
2025-07-24 22:34:59.407422,1562,PR,Cambará,Vitoria Martins,Monitor,3,800.0,Stanley Mckenzie,M,Boleto
2025-07-25 03:58:56.901183,1391,PR,Cambará,Beatriz Dias,Cadeira Gamer,7,900.0,Carmen Misner,O,Transferência Bancária
2025-07-25 08:10:41.658265,235,SP,Assis,Mariana Gomes,Mouse,5,100.0,Donald Wallace,M,Transferência Bancária
2025-07-25 11:43:03.324125,1857,SP,São Paulo,Carla Santos,Teclado,4,150.0,Billy Luster,O,Boleto
2025-07-26 00:17:05.236320,1998,MG,Belo Horizonte,João Vitor,Tablet,2,1500.0,Linda Walker,F,Boleto
2025-07-26 00:54:41.029794,192,SP,São Paulo,Carla Santos,Notebook,0,3500.0,Wilburn Garrett,M,Cartão de Crédito
2025-07-26 11:16:42.864053,330,SP,Assis,Maria Vitoria,Impressora,6,1200.0,Lindsey Craig,O,Boleto
2025-07-26 18:33:04.445740,1933,SP,Assis,Roberto Ferreira,Mouse,5,100.0,Susanne Wall,F,Pix
2025-07-27 06:29:41.031472,193,SP,São Paulo,Bruno Silva,Mesa para Escritório,8,700.0,Robert Benincase,O,Cartão de Crédito
2025-07-27 09:48:58.316729,1480,SP,Assis,Maria Vitoria,Headset,9,300.0,Rhonda Strode,O,Cartão de Crédito
2025-07-27 16:02:46.489359,566,SP,São Paulo,Bruno Silva,Notebook,0,3500.0,Matthew Roberts,O,Pix
2025-07-27 18:57:47.743821,662,RJ,Rio de Janeiro,Pedro Sousa,Headset,9,300.0,Regina Mosely,F,Cartão de Crédito
2025-07-27 19:35:50.012359,806,MG,Belo Horizonte,João Vitor,Monitor,3,800.0,Grace Burton,O,Transferência Bancária
2025-07-28 01:10:02.000579,1757,PR,Cambará,Ana Maria,Cadeira Gamer,7,900.0,Martha Canty,F,Boleto
2025-07-28 03:30:38.299218,18,SP,Assis,Maria Vitoria,Mesa para Escritório,8,700.0,Derrick Sloan,O,Cartão de Crédito
2025-07-28 06:12:04.987335,1972,RJ,Rio de Janeiro,Vinicius Sanches,Notebook,0,3500.0,Floyd Woodson,O,Pix
2025-07-28 17:55:51.101614,883,SP,São Paulo,Carla Santos,Tablet,2,1500.0,Shawn Arthur,M,Boleto
2025-07-29 01:10:54.858585,1162,PR,Cambará,Ana Maria,Smartphone,1,2000.0,Mary Stauber,F,Transferência Bancária
2025-07-29 07:42:03.078129,1846,SP,Assis,Maria Vitoria,Teclado,4,150.0,Bart Richards,O,Transferência Bancária
2025-07-29 07:55:53.519068,1070,SP,São Paulo,Ana Oliveira,Teclado,4,150.0,Elizabeth Clark,O,Pix
2025-07-29 11:48:59.547497,1571,PR,Cambará,Ana Maria,Monitor,3,800.0,Carlos Winters,O,Transferência Bancária
2025-07-30 02:43:51.159881,885,SP,São Paulo,Ana Oliveira,Cadeira Gamer,7,900.0,William Boxer,O,Pix
2025-07-30 07:21:56.873911,1386,RJ,Rio de Janeiro,Vinicius Sanches,Notebook,0,3500.0,Charles Williams,M,Transferência Bancária
2025-07-30 10:57:49.194566,771,SP,São Paulo,Carla Santos,Smartphone,1,2000.0,Carmela Caudill,F,Cartão de Crédito
2025-07-30 11:05:55.766236,1263,SP,São Paulo,Carla Santos,Headset,9,300.0,Glen Litton,M,Pix
2025-07-30 16:17:55.622992,1237,MG,Belo Horizonte,Carlos Silva,Notebook,0,3500.0,Curtis Goode,M,Transferência Bancária
2025-07-30 19:09:47.386697,622,SP,Assis,Mariana Gomes,Cadeira Gamer,7,900.0,Linda Spalding,F,Pix
2025-07-30 20:12:47.484406,629,SP,São Paulo,Carla Santos,Headset,9,300.0,Harold Brown,O,Pix
2025-07-30 22:10:00.139252,1625,PR,Cambará,Beatriz Dias,Tablet,2,1500.0,Angie Willingham,O,Boleto
2025-07-31 02:12:54.655682,1136,RJ,Rio de Janeiro,Vinicius Sanches,Mouse,5,100.0,Sherri Lee,F,Cartão de Crédito
2025-07-31 09:39:50.617156,852,MG,Belo Horizonte,Maria Clara,Monitor,3,800.0,June Degregorio,F,Transferência Bancária
2025-07-31 10:14:00.131226,1622,MG,Belo Horizonte,Carlos Silva,Tablet,2,1500.0,Mary Arnold,F,Pix
2025-07-31 15:43:59.450869,1565,SP,Assis,Mariana Gomes,Mesa para Escritório,8,700.0,Sandy Davis,F,Boleto
2025-08-01 00:26:40.833114,169,PR,Cambará,Vitoria Martins,Teclado,4,150.0,Penny Guthrie,O,Boleto
2025-08-01 01:44:54.897287,1167,RJ,Rio de Janeiro,Pedro Sousa,Tablet,2,1500.0,James Mason,M,Pix
2025-08-01 01:45:44.419019,442,PR,Cambará,Ana Maria,Mouse,5,100.0,Jonathan Studer,M,Boleto
2025-08-01 03:37:52.487802,980,SP,São Paulo,Ana Oliveira,Headset,9,300.0,Timothy Royal,M,Cartão de Crédito
2025-08-01 05:25:02.470620,1800,PR,Cambará,Beatriz Dias,Tablet,2,1500.0,Sarah Rodriguez,O,Cartão de Crédito
2025-08-01 06:23:47.806275,672,SP,São Paulo,Ana Oliveira,Smartphone,1,2000.0,Sharon Bolduc,F,Cartão de Crédito
2025-08-01 06:47:43.091432,352,RJ,Rio de Janeiro,Juliana Almeida,Notebook,0,3500.0,Michael Stratton,M,Transferência Bancária
2025-08-01 10:05:04.619263,1943,SP,São Paulo,Carla Santos,Cadeira Gamer,7,900.0,James Saunders,M,Transferência Bancária
2025-08-01 11:25:56.407037,1329,SP,São Paulo,Ana Oliveira,Notebook,0,3500.0,Werner Baker,O,Boleto
2025-08-01 13:34:47.485207,630,RJ,Rio de Janeiro,Vinicius Sanches,Mouse,5,100.0,Julie Maurer,F,Boleto
2025-08-01 20:56:57.741669,1440,SP,Assis,Mariana Gomes,Notebook,0,3500.0,Michael Jones,O,Pix
2025-08-02 14:52:42.879935,333,MG,Belo Horizonte,Carlos Silva,Impressora,6,1200.0,Naomi Osburn,F,Pix
2025-08-02 15:19:43.085417,351,SP,Assis,Maria Vitoria,Impressora,6,1200.0,Helen Broyles,O,Pix
2025-08-02 17:02:41.115520,197,PR,Cambará,Vitoria Martins,Monitor,3,800.0,Gail Golightly,F,Transferência Bancária
2025-08-02 19:09:58.558368,1497,MG,Belo Horizonte,Carlos Silva,Teclado,4,150.0,Jennifer Roberson,F,Cartão de Crédito
2025-08-02 20:58:40.142822,121,RJ,Rio de Janeiro,Juliana Almeida,Mouse,5,100.0,George Guarini,M,Transferência Bancária
2025-08-02 22:50:00.246426,1643,SP,São Paulo,Bruno Silva,Impressora,6,1200.0,Jerry Schultz,O,Boleto
2025-08-03 00:13:43.930312,407,SP,São Paulo,Carla Santos,Headset,9,300.0,Shirley Lemoyne,F,Cartão de Crédito
2025-08-03 05:04:55.647391,1244,PR,Cambará,Ana Maria,Tablet,2,1500.0,Kaitlyn Kirkland,F,Cartão de Crédito
2025-08-03 11:01:58.835736,1522,RJ,Rio de Janeiro,Juliana Almeida,Cadeira Gamer,7,900.0,Dawn Bloomer,O,Pix
2025-08-03 11:03:40.998322,185,SP,Assis,Mariana Gomes,Monitor,3,800.0,Ann Benitez,F,Boleto
2025-08-03 11:09:58.921774,1533,PR,Cambará,Vitoria Martins,Notebook,0,3500.0,Eugene Higgins,M,Boleto
2025-08-03 12:05:00.127201,1620,SP,São Paulo,Bruno Silva,Cadeira Gamer,7,900.0,Sandra Bledsoe,F,Boleto
2025-08-03 20:38:59.924555,1603,MG,Belo Horizonte,Carlos Silva,Tablet,2,1500.0,Marian Morales,F,Pix
2025-08-03 22:41:54.898205,1168,MG,Belo Horizonte,Maria Clara,Impressora,6,1200.0,Paul Terry,O,Boleto
2025-08-04 10:38:59.911498,1599,RJ,Rio de Janeiro,Juliana Almeida,Mouse,5,100.0,Cameron Epps,M,Transferência Bancária
2025-08-04 12:01:52.776571,999,SP,Assis,Maria Vitoria,Headset,9,300.0,Catherine Ware,O,Cartão de Crédito
2025-08-04 13:42:57.118517,1409,SP,São Paulo,Bruno Silva,Cadeira Gamer,7,900.0,Walter Beam,M,Transferência Bancária
2025-08-04 14:05:40.467567,139,PR,Cambará,Vitoria Martins,Impressora,6,1200.0,Helen Gonzales,F,Boleto
2025-08-04 23:46:42.033774,262,SP,São Paulo,Bruno Silva,Tablet,2,1500.0,Barbara Fries,F,Cartão de Crédito
2025-08-05 01:54:40.682346,163,SP,São Paulo,Bruno Silva,Mesa para Escritório,8,700.0,Charlene Lampl,F,Pix
2025-08-05 12:22:55.909793,1279,RJ,Rio de Janeiro,Vinicius Sanches,Headset,9,300.0,Frances Temple,O,Pix
2025-08-05 14:48:02.434306,1797,SP,Assis,Mariana Gomes,Teclado,4,150.0,Loretta Cadet,O,Pix
2025-08-05 14:58:41.277569,213,SP,São Paulo,Ana Oliveira,Cadeira Gamer,7,900.0,Valarie Hamilton,F,Transferência Bancária
2025-08-05 15:09:55.630278,1241,MG,Belo Horizonte,Carlos Silva,Cadeira Gamer,7,900.0,Willie Herndon,O,Boleto
2025-08-06 08:03:39.749788,105,MG,Belo Horizonte,Carlos Silva,Headset,9,300.0,Marie Smith,F,Pix
2025-08-06 09:18:54.559356,1120,MG,Belo Horizonte,João Vitor,Impressora,6,1200.0,James Sumner,O,Cartão de Crédito
2025-08-07 00:31:40.845008,171,SP,São Paulo,Ana Oliveira,Mouse,5,100.0,James Morris,M,Pix
2025-08-07 01:13:55.804834,1267,MG,Belo Horizonte,João Vitor,Teclado,4,150.0,Agnes Haney,O,Pix
2025-08-07 10:14:58.511722,1495,RJ,Rio de Janeiro,Pedro Sousa,Mouse,5,100.0,Whitney Merten,M,Transferência Bancária
2025-08-07 13:53:01.291639,1708,SP,Assis,Maria Vitoria,Monitor,3,800.0,Clara Porath,F,Cartão de Crédito
2025-08-07 16:39:55.039518,1186,SP,São Paulo,Bruno Silva,Impressora,6,1200.0,Stephen Braswell,M,Cartão de Crédito
2025-08-07 17:39:00.176885,1632,PR,Cambará,Beatriz Dias,Mesa para Escritório,8,700.0,Donald Dean,M,Transferência Bancária
2025-08-07 17:40:41.003538,188,SP,São Paulo,Ana Oliveira,Teclado,4,150.0,Mildred Lusk,O,Transferência Bancária
2025-08-07 23:08:56.688123,1361,MG,Belo Horizonte,João Vitor,Teclado,4,150.0,Cordelia Beavers,F,Boleto
2025-08-08 08:39:44.314060,440,MG,Belo Horizonte,João Vitor,Teclado,4,150.0,Marylin Murrietta,F,Transferência Bancária
2025-08-08 08:43:55.132667,1200,PR,Cambará,Vitoria Martins,Tablet,2,1500.0,Sylvia Casas,F,Pix
2025-08-08 12:30:04.366023,1922,PR,Cambará,Ana Maria,Mouse,5,100.0,Phyllis Fletcher,O,Pix
2025-08-08 15:14:52.490286,981,RJ,Rio de Janeiro,Pedro Sousa,Teclado,4,150.0,Milo Attebery,M,Transferência Bancária
2025-08-08 15:27:01.480457,1725,MG,Belo Horizonte,Carlos Silva,Cadeira Gamer,7,900.0,Jim Horton,M,Transferência Bancária
2025-08-09 00:57:47.766444,671,SP,São Paulo,Bruno Silva,Tablet,2,1500.0,Thomas Eike,M,Cartão de Crédito
2025-08-09 08:51:45.664796,517,RJ,Rio de Janeiro,Pedro Sousa,Headset,9,300.0,Albert Jones,M,Boleto
2025-08-09 12:37:01.699814,1739,MG,Belo Horizonte,Carlos Silva,Mesa para Escritório,8,700.0,Christine Hart,O,Cartão de Crédito
2025-08-09 23:20:56.650121,1356,PR,Cambará,Ana Maria,Smartphone,1,2000.0,Denny Sparrow,M,Transferência Bancária
2025-08-10 05:07:58.389645,1487,PR,Cambará,Vitoria Martins,Smartphone,1,2000.0,Carol Snell,F,Pix
2025-08-10 06:39:40.976036,181,SP,Assis,Maria Vitoria,Mesa para Escritório,8,700.0,Daniel Redinger,M,Transferência Bancária
2025-08-10 14:27:01.701103,1740,SP,Assis,Maria Vitoria,Mouse,5,100.0,Jesus Burchette,M,Pix
2025-08-10 16:55:58.794709,1517,SP,Assis,Mariana Gomes,Mesa para Escritório,8,700.0,Jessica Vue,O,Transferência Bancária
2025-08-11 05:42:38.769589,53,SP,Assis,Roberto Ferreira,Teclado,4,150.0,Janet Turkus,F,Transferência Bancária
2025-08-11 08:41:03.087564,1850,RJ,Rio de Janeiro,Juliana Almeida,Smartphone,1,2000.0,Theresa Winfield,O,Pix
2025-08-11 19:17:55.139456,1201,SP,Assis,Roberto Ferreira,Monitor,3,800.0,Michael Eiselein,M,Cartão de Crédito
2025-08-11 19:51:41.280201,214,SP,Assis,Maria Vitoria,Teclado,4,150.0,Michael Sweet,M,Pix
2025-08-11 20:37:53.021527,1023,PR,Cambará,Vitoria Martins,Mouse,5,100.0,Rickey Phillips,O,Transferência Bancária
2025-08-12 05:57:59.069625,1545,MG,Belo Horizonte,Maria Clara,Notebook,0,3500.0,Betty Reyes,F,Transferência Bancária
2025-08-12 06:48:55.772359,1264,SP,São Paulo,Carla Santos,Mouse,5,100.0,James Carr,M,Cartão de Crédito
2025-08-12 10:44:55.802165,1266,SP,São Paulo,Ana Oliveira,Mesa para Escritório,8,700.0,Melba Ryan,O,Transferência Bancária
2025-08-12 23:22:40.511250,147,SP,São Paulo,Bruno Silva,Cadeira Gamer,7,900.0,Michael Garcia,M,Cartão de Crédito
2025-08-13 22:44:01.721274,1742,SP,Assis,Mariana Gomes,Smartphone,1,2000.0,Ruth Bailey,F,Cartão de Crédito
2025-08-14 07:00:50.603226,845,SP,São Paulo,Ana Oliveira,Tablet,2,1500.0,Richard Burke,M,Transferência Bancária
2025-08-14 16:50:56.465423,1345,RJ,Rio de Janeiro,Juliana Almeida,Mouse,5,100.0,Wayne Brown,O,Transferência Bancária
2025-08-14 17:23:52.486889,979,RJ,Rio de Janeiro,Vinicius Sanches,Headset,9,300.0,George Paul,M,Cartão de Crédito
2025-08-15 02:36:49.246793,781,PR,Cambará,Ana Maria,Impressora,6,1200.0,Taylor Lesperance,O,Boleto
2025-08-15 05:20:48.006933,703,SP,São Paulo,Ana Oliveira,Tablet,2,1500.0,Gloria Risner,F,Transferência Bancária
2025-08-15 09:49:42.842190,321,PR,Cambará,Ana Maria,Monitor,3,800.0,Sabrina Loh,O,Cartão de Crédito
2025-08-15 10:07:49.908481,803,SP,São Paulo,Carla Santos,Monitor,3,800.0,John Jondle,M,Cartão de Crédito
2025-08-15 12:53:00.388874,1656,SP,São Paulo,Bruno Silva,Smartphone,1,2000.0,David Mulcahy,O,Transferência Bancária
2025-08-15 20:04:00.071761,1608,SP,Assis,Maria Vitoria,Smartphone,1,2000.0,Marvin Slone,M,Boleto
2025-08-15 22:01:56.036000,1303,SP,Assis,Roberto Ferreira,Smartphone,1,2000.0,Scott Bensch,M,Transferência Bancária
2025-08-15 23:30:48.811161,744,SP,Assis,Mariana Gomes,Tablet,2,1500.0,Therese Maldonado,F,Boleto
2025-08-16 04:55:53.509872,1069,SP,Assis,Maria Vitoria,Monitor,3,800.0,Jerome Faircloth,M,Pix
2025-08-16 11:31:00.260562,1648,PR,Cambará,Vitoria Martins,Mouse,5,100.0,Michael Parson,M,Pix
2025-08-16 14:11:04.448144,1934,RJ,Rio de Janeiro,Vinicius Sanches,Notebook,0,3500.0,Lisa Benigni,F,Cartão de Crédito
2025-08-16 15:54:04.237559,1914,SP,São Paulo,Carla Santos,Notebook,0,3500.0,Randall Garcia,M,Boleto
2025-08-16 23:50:56.747784,1374,SP,São Paulo,Ana Oliveira,Impressora,6,1200.0,Jeffrey Pando,M,Cartão de Crédito
2025-08-17 01:51:50.974360,880,MG,Belo Horizonte,Maria Clara,Headset,9,300.0,Marie Wickham,O,Cartão de Crédito
2025-08-17 03:25:51.342801,896,RJ,Rio de Janeiro,Juliana Almeida,Mouse,5,100.0,Ross Harris,M,Pix
2025-08-17 03:53:01.040487,1690,RJ,Rio de Janeiro,Juliana Almeida,Tablet,2,1500.0,Donald Jones,M,Transferência Bancária
2025-08-17 04:18:04.359885,1918,PR,Cambará,Vitoria Martins,Notebook,0,3500.0,Mildred Ellison,F,Transferência Bancária
2025-08-17 09:24:47.672193,647,RJ,Rio de Janeiro,Pedro Sousa,Mesa para Escritório,8,700.0,Paul Lakin,M,Transferência Bancária
2025-08-17 11:27:56.061981,1305,PR,Cambará,Vitoria Martins,Teclado,4,150.0,Dawn Lillpop,F,Transferência Bancária
2025-08-17 17:18:41.507738,228,RJ,Rio de Janeiro,Vinicius Sanches,Cadeira Gamer,7,900.0,Lorri King,F,Cartão de Crédito
2025-08-17 19:35:42.044285,265,RJ,Rio de Janeiro,Vinicius Sanches,Cadeira Gamer,7,900.0,Josefina Hiott,F,Transferência Bancária
2025-08-17 23:20:50.417184,834,MG,Belo Horizonte,Maria Clara,Monitor,3,800.0,Sharon Sutton,F,Boleto
2025-08-18 00:21:55.717386,1258,RJ,Rio de Janeiro,Vinicius Sanches,Monitor,3,800.0,David Lucchese,O,Cartão de Crédito
2025-08-18 12:30:53.529831,1073,MG,Belo Horizonte,Carlos Silva,Headset,9,300.0,Christina Rodriguez,F,Transferência Bancária
2025-08-18 13:22:56.646463,1355,RJ,Rio de Janeiro,Vinicius Sanches,Notebook,0,3500.0,Alice Pelletier,F,Pix
2025-08-18 15:23:51.414490,908,SP,São Paulo,Ana Oliveira,Headset,9,300.0,Steve Byars,M,Transferência Bancária
2025-08-18 21:12:42.862647,329,MG,Belo Horizonte,Maria Clara,Mouse,5,100.0,Paul Mcleod,M,Transferência Bancária
2025-08-19 09:44:47.542362,636,RJ,Rio de Janeiro,Vinicius Sanches,Smartphone,1,2000.0,Judy Beckler,O,Pix
2025-08-19 13:12:04.556956,1936,MG,Belo Horizonte,Maria Clara,Impressora,6,1200.0,Azalee Goble,F,Transferência Bancária
2025-08-19 19:25:48.819227,746,PR,Cambará,Vitoria Martins,Smartphone,1,2000.0,Delia Cooper,F,Cartão de Crédito
2025-08-19 23:15:01.013829,1689,PR,Cambará,Ana Maria,Notebook,0,3500.0,Mollie Kamm,O,Transferência Bancária
2025-08-20 00:57:05.150085,1988,PR,Cambará,Ana Maria,Smartphone,1,2000.0,Robert Correia,M,Transferência Bancária
2025-08-20 18:06:47.081520,593,SP,Assis,Maria Vitoria,Tablet,2,1500.0,Donald Sears,O,Boleto
2025-08-20 18:14:41.817227,254,SP,Assis,Mariana Gomes,Cadeira Gamer,7,900.0,Kelly Unterreiner,F,Boleto
2025-08-20 20:29:45.258538,495,SP,São Paulo,Carla Santos,Mesa para Escritório,8,700.0,Erica Cerullo,F,Pix
2025-08-20 23:37:55.705064,1256,SP,Assis,Mariana Gomes,Teclado,4,150.0,Seth Urbanski,O,Pix
2025-08-20 23:50:46.549594,569,MG,Belo Horizonte,Maria Clara,Mouse,5,100.0,George Preskar,M,Transferência Bancária
2025-08-21 01:24:56.574182,1350,MG,Belo Horizonte,João Vitor,Monitor,3,800.0,Diana Foulkes,O,Pix
2025-08-21 03:02:42.217833,282,SP,São Paulo,Carla Santos,Mesa para Escritório,8,700.0,Walter Caruso,M,Cartão de Crédito
2025-08-21 06:33:00.247783,1644,MG,Belo Horizonte,Carlos Silva,Tablet,2,1500.0,Evelyn Trammell,F,Transferência Bancária
2025-08-21 13:42:56.631066,1353,PR,Cambará,Ana Maria,Cadeira Gamer,7,900.0,Rodney Conde,M,Transferência Bancária
2025-08-21 18:20:59.806502,1588,RJ,Rio de Janeiro,Vinicius Sanches,Notebook,0,3500.0,Barbara Feldman,F,Pix
2025-08-22 00:17:00.880581,1684,PR,Cambará,Vitoria Martins,Smartphone,1,2000.0,Justine Tinsley,O,Cartão de Crédito
2025-08-22 01:37:50.202659,825,SP,Assis,Maria Vitoria,Tablet,2,1500.0,Latonya Coffman,F,Transferência Bancária
2025-08-22 02:27:42.302667,290,MG,Belo Horizonte,Carlos Silva,Impressora,6,1200.0,Debra Keeling,O,Cartão de Crédito
2025-08-22 03:11:44.110785,413,PR,Cambará,Vitoria Martins,Headset,9,300.0,Terry Wallace,M,Transferência Bancária
